id,user_id,user_name,game_id,event,date_time,country
59,1,alexhubbard,5,login,2025-06-21 07:08:00,South Africa
60,1,alexhubbard,5,play_start,2025-06-21 07:14:00,South Africa
61,1,alexhubbard,5,play_end,2025-06-21 07:21:00,South Africa
62,1,alexhubbard,5,logout,2025-06-21 07:22:00,South Africa
63,2,edwin80,6,login,2025-09-23 10:15:00,Mali
64,2,edwin80,6,play_start,2025-09-23 10:18:00,Mali
65,2,edwin80,6,play_end,2025-09-23 10:30:00,Mali
66,2,edwin80,6,play_start,2025-09-23 10:33:00,Mali
67,2,edwin80,6,play_end,2025-09-23 10:52:00,Mali
68,2,edwin80,6,level_up,2025-09-23 10:53:00,Mali
69,2,edwin80,6,logout,2025-09-23 10:54:00,Mali
70,2,edwin80,6,login,2025-09-24 04:12:00,Mali
71,2,edwin80,6,play_start,2025-09-24 04:19:00,Mali
72,2,edwin80,6,play_end,2025-09-24 04:30:00,Mali
73,2,edwin80,6,play_start,2025-09-24 04:38:00,Mali
74,2,edwin80,6,play_end,2025-09-24 05:00:00,Mali
75,2,edwin80,6,logout,2025-09-24 05:01:00,Mali
76,2,edwin80,6,login,2025-09-25 07:25:00,Mali
77,2,edwin80,6,play_start,2025-09-25 07:35:00,Mali
78,2,edwin80,6,play_end,2025-09-25 07:46:00,Mali
79,2,edwin80,6,play_start,2025-09-25 07:56:00,Mali
80,2,edwin80,6,play_end,2025-09-25 08:14:00,Mali
81,2,edwin80,6,logout,2025-09-25 08:15:00,Mali
82,2,edwin80,6,login,2025-09-26 22:30:00,Mali
83,2,edwin80,6,play_start,2025-09-26 22:35:00,Mali
84,2,edwin80,6,play_end,2025-09-26 23:04:00,Mali
85,2,edwin80,6,play_start,2025-09-26 23:13:00,Mali
86,2,edwin80,6,play_end,2025-09-26 23:28:00,Mali
87,2,edwin80,6,play_start,2025-09-26 23:36:00,Mali
88,2,edwin80,6,play_end,2025-09-26 23:53:00,Mali
89,2,edwin80,6,logout,2025-09-26 23:54:00,Mali
90,2,edwin80,6,login,2025-09-27 21:36:00,Mali
91,2,edwin80,6,play_start,2025-09-27 21:37:00,Mali
92,2,edwin80,6,play_end,2025-09-27 22:01:00,Mali
93,2,edwin80,6,play_start,2025-09-27 22:06:00,Mali
94,2,edwin80,6,play_end,2025-09-27 22:24:00,Mali
95,2,edwin80,6,play_start,2025-09-27 22:28:00,Mali
96,2,edwin80,6,play_end,2025-09-27 22:39:00,Mali
97,2,edwin80,6,logout,2025-09-27 22:40:00,Mali
98,2,edwin80,6,login,2025-09-28 15:18:00,Mali
99,2,edwin80,6,play_start,2025-09-28 15:28:00,Mali
100,2,edwin80,6,play_end,2025-09-28 15:36:00,Mali
101,2,edwin80,6,play_start,2025-09-28 15:41:00,Mali
102,2,edwin80,6,play_end,2025-09-28 15:50:00,Mali
103,2,edwin80,6,logout,2025-09-28 15:51:00,Mali
104,2,edwin80,6,login,2025-09-29 06:00:00,Mali
105,2,edwin80,6,play_start,2025-09-29 06:09:00,Mali
106,2,edwin80,6,play_end,2025-09-29 06:16:00,Mali
107,2,edwin80,6,play_start,2025-09-29 06:21:00,Mali
108,2,edwin80,6,play_end,2025-09-29 06:31:00,Mali
109,2,edwin80,6,logout,2025-09-29 06:32:00,Mali
110,2,edwin80,6,login,2025-09-30 12:40:00,Mali
111,2,edwin80,6,play_start,2025-09-30 12:47:00,Mali
112,2,edwin80,6,play_end,2025-09-30 13:07:00,Mali
113,2,edwin80,6,play_start,2025-09-30 13:12:00,Mali
114,2,edwin80,6,play_end,2025-09-30 13:26:00,Mali
115,2,edwin80,6,logout,2025-09-30 13:27:00,Mali
116,2,edwin80,6,login,2025-10-23 00:31:00,Mali
117,2,edwin80,6,play_start,2025-10-23 00:34:00,Mali
118,2,edwin80,6,play_end,2025-10-23 00:48:00,Mali
119,2,edwin80,6,logout,2025-10-23 00:49:00,Mali
120,2,edwin80,6,login,2026-03-22 05:53:00,Mali
121,2,edwin80,6,play_start,2026-03-22 06:02:00,Mali
122,2,edwin80,6,play_end,2026-03-22 06:13:00,Mali
123,2,edwin80,6,level_up,2026-03-22 06:14:00,Mali
124,2,edwin80,6,logout,2026-03-22 06:15:00,Mali
125,3,jonathansosa,9,login,2025-07-06 11:11:00,New Zealand
126,3,jonathansosa,9,play_start,2025-07-06 11:21:00,New Zealand
127,3,jonathansosa,9,play_end,2025-07-06 11:42:00,New Zealand
128,3,jonathansosa,9,play_start,2025-07-06 11:48:00,New Zealand
129,3,jonathansosa,9,play_end,2025-07-06 12:02:00,New Zealand
130,3,jonathansosa,9,play_start,2025-07-06 12:04:00,New Zealand
131,3,jonathansosa,9,play_end,2025-07-06 12:33:00,New Zealand
132,3,jonathansosa,9,logout,2025-07-06 12:34:00,New Zealand
133,3,jonathansosa,9,login,2025-07-07 06:40:00,New Zealand
134,3,jonathansosa,9,play_start,2025-07-07 06:45:00,New Zealand
135,3,jonathansosa,9,play_end,2025-07-07 07:14:00,New Zealand
136,3,jonathansosa,9,play_start,2025-07-07 07:16:00,New Zealand
137,3,jonathansosa,9,play_end,2025-07-07 07:36:00,New Zealand
138,3,jonathansosa,9,logout,2025-07-07 07:37:00,New Zealand
139,3,jonathansosa,9,login,2025-07-08 03:55:00,New Zealand
140,3,jonathansosa,9,play_start,2025-07-08 04:05:00,New Zealand
141,3,jonathansosa,9,play_end,2025-07-08 04:33:00,New Zealand
142,3,jonathansosa,9,play_start,2025-07-08 04:36:00,New Zealand
143,3,jonathansosa,9,play_end,2025-07-08 04:48:00,New Zealand
144,3,jonathansosa,9,play_start,2025-07-08 04:53:00,New Zealand
145,3,jonathansosa,9,play_end,2025-07-08 05:04:00,New Zealand
146,3,jonathansosa,9,level_up,2025-07-08 05:05:00,New Zealand
147,3,jonathansosa,9,bug_report,2025-07-08 05:06:00,New Zealand
148,3,jonathansosa,9,logout,2025-07-08 05:07:00,New Zealand
149,3,jonathansosa,9,login,2025-07-09 15:39:00,New Zealand
150,3,jonathansosa,9,play_start,2025-07-09 15:48:00,New Zealand
151,3,jonathansosa,9,play_end,2025-07-09 16:12:00,New Zealand
152,3,jonathansosa,9,play_start,2025-07-09 16:14:00,New Zealand
153,3,jonathansosa,9,play_end,2025-07-09 16:28:00,New Zealand
154,3,jonathansosa,9,logout,2025-07-09 16:29:00,New Zealand
155,3,jonathansosa,9,login,2025-07-10 07:56:00,New Zealand
156,3,jonathansosa,9,play_start,2025-07-10 08:05:00,New Zealand
157,3,jonathansosa,9,play_end,2025-07-10 08:15:00,New Zealand
158,3,jonathansosa,9,play_start,2025-07-10 08:18:00,New Zealand
159,3,jonathansosa,9,play_end,2025-07-10 08:30:00,New Zealand
160,3,jonathansosa,9,play_start,2025-07-10 08:35:00,New Zealand
161,3,jonathansosa,9,play_end,2025-07-10 08:49:00,New Zealand
162,3,jonathansosa,9,level_up,2025-07-10 08:50:00,New Zealand
163,3,jonathansosa,9,logout,2025-07-10 08:51:00,New Zealand
164,3,jonathansosa,9,login,2025-07-11 06:40:00,New Zealand
165,3,jonathansosa,9,play_start,2025-07-11 06:44:00,New Zealand
166,3,jonathansosa,9,play_end,2025-07-11 07:06:00,New Zealand
167,3,jonathansosa,9,play_start,2025-07-11 07:16:00,New Zealand
168,3,jonathansosa,9,play_end,2025-07-11 07:35:00,New Zealand
169,3,jonathansosa,9,logout,2025-07-11 07:36:00,New Zealand
170,3,jonathansosa,9,login,2025-07-12 09:52:00,New Zealand
171,3,jonathansosa,9,play_start,2025-07-12 09:53:00,New Zealand
172,3,jonathansosa,9,play_end,2025-07-12 09:58:00,New Zealand
173,3,jonathansosa,9,play_start,2025-07-12 10:03:00,New Zealand
174,3,jonathansosa,9,play_end,2025-07-12 10:32:00,New Zealand
175,3,jonathansosa,9,play_start,2025-07-12 10:40:00,New Zealand
176,3,jonathansosa,9,play_end,2025-07-12 11:10:00,New Zealand
177,3,jonathansosa,9,logout,2025-07-12 11:11:00,New Zealand
178,3,jonathansosa,9,login,2025-07-13 10:39:00,New Zealand
179,3,jonathansosa,9,play_start,2025-07-13 10:44:00,New Zealand
180,3,jonathansosa,9,play_end,2025-07-13 11:00:00,New Zealand
181,3,jonathansosa,9,play_start,2025-07-13 11:10:00,New Zealand
182,3,jonathansosa,9,play_end,2025-07-13 11:20:00,New Zealand
183,3,jonathansosa,9,play_start,2025-07-13 11:24:00,New Zealand
184,3,jonathansosa,9,play_end,2025-07-13 11:48:00,New Zealand
185,3,jonathansosa,9,bug_report,2025-07-13 11:49:00,New Zealand
186,3,jonathansosa,9,logout,2025-07-13 11:50:00,New Zealand
187,3,jonathansosa,9,login,2025-08-05 03:22:00,New Zealand
188,3,jonathansosa,9,play_start,2025-08-05 03:30:00,New Zealand
189,3,jonathansosa,9,play_end,2025-08-05 03:58:00,New Zealand
190,3,jonathansosa,9,play_start,2025-08-05 04:00:00,New Zealand
191,3,jonathansosa,9,play_end,2025-08-05 04:16:00,New Zealand
192,3,jonathansosa,9,play_start,2025-08-05 04:25:00,New Zealand
193,3,jonathansosa,9,play_end,2025-08-05 04:46:00,New Zealand
194,3,jonathansosa,9,logout,2025-08-05 04:47:00,New Zealand
195,3,jonathansosa,9,login,2026-01-02 10:12:00,New Zealand
196,3,jonathansosa,9,play_start,2026-01-02 10:21:00,New Zealand
197,3,jonathansosa,9,play_end,2026-01-02 10:34:00,New Zealand
198,3,jonathansosa,9,play_start,2026-01-02 10:41:00,New Zealand
199,3,jonathansosa,9,play_end,2026-01-02 11:02:00,New Zealand
200,3,jonathansosa,9,play_start,2026-01-02 11:04:00,New Zealand
201,3,jonathansosa,9,play_end,2026-01-02 11:22:00,New Zealand
202,3,jonathansosa,9,level_up,2026-01-02 11:23:00,New Zealand
203,3,jonathansosa,9,logout,2026-01-02 11:24:00,New Zealand
204,4,martindaniel,4,login,2025-10-17 23:08:00,Christmas Island
205,4,martindaniel,4,play_start,2025-10-17 23:09:00,Christmas Island
206,4,martindaniel,4,play_end,2025-10-17 23:34:00,Christmas Island
207,4,martindaniel,4,play_start,2025-10-17 23:38:00,Christmas Island
208,4,martindaniel,4,play_end,2025-10-18 00:02:00,Christmas Island
209,4,martindaniel,4,play_start,2025-10-18 00:11:00,Christmas Island
210,4,martindaniel,4,play_end,2025-10-18 00:30:00,Christmas Island
211,4,martindaniel,4,logout,2025-10-18 00:31:00,Christmas Island
212,4,martindaniel,4,login,2025-10-18 04:16:00,Christmas Island
213,4,martindaniel,4,play_start,2025-10-18 04:18:00,Christmas Island
214,4,martindaniel,4,play_end,2025-10-18 04:45:00,Christmas Island
215,4,martindaniel,4,play_start,2025-10-18 04:46:00,Christmas Island
216,4,martindaniel,4,play_end,2025-10-18 05:03:00,Christmas Island
217,4,martindaniel,4,play_start,2025-10-18 05:08:00,Christmas Island
218,4,martindaniel,4,play_end,2025-10-18 05:27:00,Christmas Island
219,4,martindaniel,4,logout,2025-10-18 05:28:00,Christmas Island
220,4,martindaniel,4,login,2025-10-19 12:13:00,Christmas Island
221,4,martindaniel,4,play_start,2025-10-19 12:22:00,Christmas Island
222,4,martindaniel,4,play_end,2025-10-19 12:48:00,Christmas Island
223,4,martindaniel,4,logout,2025-10-19 12:49:00,Christmas Island
224,4,martindaniel,4,login,2025-10-20 21:15:00,Christmas Island
225,4,martindaniel,4,play_start,2025-10-20 21:23:00,Christmas Island
226,4,martindaniel,4,play_end,2025-10-20 21:36:00,Christmas Island
227,4,martindaniel,4,play_start,2025-10-20 21:37:00,Christmas Island
228,4,martindaniel,4,play_end,2025-10-20 21:52:00,Christmas Island
229,4,martindaniel,4,play_start,2025-10-20 22:00:00,Christmas Island
230,4,martindaniel,4,play_end,2025-10-20 22:24:00,Christmas Island
231,4,martindaniel,4,level_up,2025-10-20 22:25:00,Christmas Island
232,4,martindaniel,4,logout,2025-10-20 22:26:00,Christmas Island
233,4,martindaniel,4,login,2025-10-21 18:12:00,Christmas Island
234,4,martindaniel,4,play_start,2025-10-21 18:17:00,Christmas Island
235,4,martindaniel,4,play_end,2025-10-21 18:42:00,Christmas Island
236,4,martindaniel,4,logout,2025-10-21 18:43:00,Christmas Island
237,4,martindaniel,4,login,2025-10-22 10:54:00,Christmas Island
238,4,martindaniel,4,play_start,2025-10-22 10:57:00,Christmas Island
239,4,martindaniel,4,play_end,2025-10-22 11:25:00,Christmas Island
240,4,martindaniel,4,play_start,2025-10-22 11:28:00,Christmas Island
241,4,martindaniel,4,play_end,2025-10-22 11:49:00,Christmas Island
242,4,martindaniel,4,play_start,2025-10-22 11:51:00,Christmas Island
243,4,martindaniel,4,play_end,2025-10-22 12:01:00,Christmas Island
244,4,martindaniel,4,level_up,2025-10-22 12:02:00,Christmas Island
245,4,martindaniel,4,bug_report,2025-10-22 12:03:00,Christmas Island
246,4,martindaniel,4,logout,2025-10-22 12:04:00,Christmas Island
247,4,martindaniel,4,login,2025-10-23 07:40:00,Christmas Island
248,4,martindaniel,4,play_start,2025-10-23 07:47:00,Christmas Island
249,4,martindaniel,4,play_end,2025-10-23 08:15:00,Christmas Island
250,4,martindaniel,4,logout,2025-10-23 08:16:00,Christmas Island
251,4,martindaniel,4,login,2025-10-24 10:36:00,Christmas Island
252,4,martindaniel,4,play_start,2025-10-24 10:46:00,Christmas Island
253,4,martindaniel,4,play_end,2025-10-24 11:05:00,Christmas Island
254,4,martindaniel,4,logout,2025-10-24 11:06:00,Christmas Island
255,4,martindaniel,4,login,2025-11-16 01:09:00,Christmas Island
256,4,martindaniel,4,play_start,2025-11-16 01:13:00,Christmas Island
257,4,martindaniel,4,play_end,2025-11-16 01:28:00,Christmas Island
258,4,martindaniel,4,play_start,2025-11-16 01:35:00,Christmas Island
259,4,martindaniel,4,play_end,2025-11-16 01:49:00,Christmas Island
260,4,martindaniel,4,play_start,2025-11-16 01:55:00,Christmas Island
261,4,martindaniel,4,play_end,2025-11-16 02:01:00,Christmas Island
262,4,martindaniel,4,logout,2025-11-16 02:02:00,Christmas Island
263,4,martindaniel,4,login,2026-04-15 22:18:00,Christmas Island
264,4,martindaniel,4,play_start,2026-04-15 22:25:00,Christmas Island
265,4,martindaniel,4,play_end,2026-04-15 22:42:00,Christmas Island
266,4,martindaniel,4,play_start,2026-04-15 22:47:00,Christmas Island
267,4,martindaniel,4,play_end,2026-04-15 23:02:00,Christmas Island
268,4,martindaniel,4,level_up,2026-04-15 23:03:00,Christmas Island
269,4,martindaniel,4,logout,2026-04-15 23:04:00,Christmas Island
270,5,kimedwards,8,login,2025-11-05 01:11:00,Rwanda
271,5,kimedwards,8,play_start,2025-11-05 01:14:00,Rwanda
272,5,kimedwards,8,play_end,2025-11-05 01:36:00,Rwanda
273,5,kimedwards,8,level_up,2025-11-05 01:37:00,Rwanda
274,5,kimedwards,8,logout,2025-11-05 01:38:00,Rwanda
275,5,kimedwards,8,login,2025-11-06 22:02:00,Rwanda
276,5,kimedwards,8,play_start,2025-11-06 22:03:00,Rwanda
277,5,kimedwards,8,play_end,2025-11-06 22:08:00,Rwanda
278,5,kimedwards,8,play_start,2025-11-06 22:11:00,Rwanda
279,5,kimedwards,8,play_end,2025-11-06 22:37:00,Rwanda
280,5,kimedwards,8,logout,2025-11-06 22:38:00,Rwanda
281,5,kimedwards,8,login,2025-11-07 10:17:00,Rwanda
282,5,kimedwards,8,play_start,2025-11-07 10:21:00,Rwanda
283,5,kimedwards,8,play_end,2025-11-07 10:27:00,Rwanda
284,5,kimedwards,8,play_start,2025-11-07 10:31:00,Rwanda
285,5,kimedwards,8,play_end,2025-11-07 10:55:00,Rwanda
286,5,kimedwards,8,play_start,2025-11-07 11:01:00,Rwanda
287,5,kimedwards,8,play_end,2025-11-07 11:29:00,Rwanda
288,5,kimedwards,8,logout,2025-11-07 11:30:00,Rwanda
289,5,kimedwards,8,login,2025-11-08 14:04:00,Rwanda
290,5,kimedwards,8,play_start,2025-11-08 14:05:00,Rwanda
291,5,kimedwards,8,play_end,2025-11-08 14:16:00,Rwanda
292,5,kimedwards,8,play_start,2025-11-08 14:25:00,Rwanda
293,5,kimedwards,8,play_end,2025-11-08 14:37:00,Rwanda
294,5,kimedwards,8,play_start,2025-11-08 14:45:00,Rwanda
295,5,kimedwards,8,play_end,2025-11-08 14:51:00,Rwanda
296,5,kimedwards,8,level_up,2025-11-08 14:52:00,Rwanda
297,5,kimedwards,8,logout,2025-11-08 14:53:00,Rwanda
298,5,kimedwards,8,login,2025-11-09 02:29:00,Rwanda
299,5,kimedwards,8,play_start,2025-11-09 02:38:00,Rwanda
300,5,kimedwards,8,play_end,2025-11-09 02:43:00,Rwanda
301,5,kimedwards,8,play_start,2025-11-09 02:47:00,Rwanda
302,5,kimedwards,8,play_end,2025-11-09 02:56:00,Rwanda
303,5,kimedwards,8,play_start,2025-11-09 02:58:00,Rwanda
304,5,kimedwards,8,play_end,2025-11-09 03:26:00,Rwanda
305,5,kimedwards,8,logout,2025-11-09 03:27:00,Rwanda
306,5,kimedwards,8,login,2025-11-10 04:15:00,Rwanda
307,5,kimedwards,8,play_start,2025-11-10 04:18:00,Rwanda
308,5,kimedwards,8,play_end,2025-11-10 04:32:00,Rwanda
309,5,kimedwards,8,logout,2025-11-10 04:33:00,Rwanda
310,5,kimedwards,8,login,2025-11-11 12:20:00,Rwanda
311,5,kimedwards,8,play_start,2025-11-11 12:25:00,Rwanda
312,5,kimedwards,8,play_end,2025-11-11 12:53:00,Rwanda
313,5,kimedwards,8,play_start,2025-11-11 12:54:00,Rwanda
314,5,kimedwards,8,play_end,2025-11-11 13:11:00,Rwanda
315,5,kimedwards,8,level_up,2025-11-11 13:12:00,Rwanda
316,5,kimedwards,8,logout,2025-11-11 13:13:00,Rwanda
317,5,kimedwards,8,login,2025-11-12 10:09:00,Rwanda
318,5,kimedwards,8,play_start,2025-11-12 10:12:00,Rwanda
319,5,kimedwards,8,play_end,2025-11-12 10:19:00,Rwanda
320,5,kimedwards,8,play_start,2025-11-12 10:20:00,Rwanda
321,5,kimedwards,8,play_end,2025-11-12 10:35:00,Rwanda
322,5,kimedwards,8,logout,2025-11-12 10:36:00,Rwanda
323,5,kimedwards,8,login,2025-12-05 11:12:00,Rwanda
324,5,kimedwards,8,play_start,2025-12-05 11:21:00,Rwanda
325,5,kimedwards,8,play_end,2025-12-05 11:34:00,Rwanda
326,5,kimedwards,8,play_start,2025-12-05 11:44:00,Rwanda
327,5,kimedwards,8,play_end,2025-12-05 12:03:00,Rwanda
328,5,kimedwards,8,play_start,2025-12-05 12:06:00,Rwanda
329,5,kimedwards,8,play_end,2025-12-05 12:29:00,Rwanda
330,5,kimedwards,8,level_up,2025-12-05 12:30:00,Rwanda
331,5,kimedwards,8,purchase,2025-12-05 12:31:00,Rwanda
332,5,kimedwards,8,logout,2025-12-05 12:32:00,Rwanda
333,5,kimedwards,8,login,2026-05-04 19:07:00,Rwanda
334,5,kimedwards,8,play_start,2026-05-04 19:11:00,Rwanda
335,5,kimedwards,8,play_end,2026-05-04 19:26:00,Rwanda
336,5,kimedwards,8,play_start,2026-05-04 19:32:00,Rwanda
337,5,kimedwards,8,play_end,2026-05-04 19:54:00,Rwanda
338,5,kimedwards,8,level_up,2026-05-04 19:55:00,Rwanda
339,5,kimedwards,8,logout,2026-05-04 19:56:00,Rwanda
340,6,pbennett,8,login,2025-06-01 17:46:00,Bouvet Island (Bouvetoya)
341,6,pbennett,8,play_start,2025-06-01 17:53:00,Bouvet Island (Bouvetoya)
342,6,pbennett,8,play_end,2025-06-01 18:05:00,Bouvet Island (Bouvetoya)
343,6,pbennett,8,play_start,2025-06-01 18:10:00,Bouvet Island (Bouvetoya)
344,6,pbennett,8,play_end,2025-06-01 18:26:00,Bouvet Island (Bouvetoya)
345,6,pbennett,8,play_start,2025-06-01 18:32:00,Bouvet Island (Bouvetoya)
346,6,pbennett,8,play_end,2025-06-01 18:52:00,Bouvet Island (Bouvetoya)
347,6,pbennett,8,level_up,2025-06-01 18:53:00,Bouvet Island (Bouvetoya)
348,6,pbennett,8,logout,2025-06-01 18:54:00,Bouvet Island (Bouvetoya)
349,6,pbennett,8,login,2025-06-02 03:39:00,Bouvet Island (Bouvetoya)
350,6,pbennett,8,play_start,2025-06-02 03:40:00,Bouvet Island (Bouvetoya)
351,6,pbennett,8,play_end,2025-06-02 03:57:00,Bouvet Island (Bouvetoya)
352,6,pbennett,8,play_start,2025-06-02 03:59:00,Bouvet Island (Bouvetoya)
353,6,pbennett,8,play_end,2025-06-02 04:23:00,Bouvet Island (Bouvetoya)
354,6,pbennett,8,play_start,2025-06-02 04:25:00,Bouvet Island (Bouvetoya)
355,6,pbennett,8,play_end,2025-06-02 04:39:00,Bouvet Island (Bouvetoya)
356,6,pbennett,8,logout,2025-06-02 04:40:00,Bouvet Island (Bouvetoya)
357,6,pbennett,8,login,2025-06-03 19:39:00,Bouvet Island (Bouvetoya)
358,6,pbennett,8,play_start,2025-06-03 19:46:00,Bouvet Island (Bouvetoya)
359,6,pbennett,8,play_end,2025-06-03 19:56:00,Bouvet Island (Bouvetoya)
360,6,pbennett,8,level_up,2025-06-03 19:57:00,Bouvet Island (Bouvetoya)
361,6,pbennett,8,logout,2025-06-03 19:58:00,Bouvet Island (Bouvetoya)
362,6,pbennett,8,login,2025-06-04 13:31:00,Bouvet Island (Bouvetoya)
363,6,pbennett,8,play_start,2025-06-04 13:41:00,Bouvet Island (Bouvetoya)
364,6,pbennett,8,play_end,2025-06-04 14:02:00,Bouvet Island (Bouvetoya)
365,6,pbennett,8,play_start,2025-06-04 14:09:00,Bouvet Island (Bouvetoya)
366,6,pbennett,8,play_end,2025-06-04 14:21:00,Bouvet Island (Bouvetoya)
367,6,pbennett,8,play_start,2025-06-04 14:28:00,Bouvet Island (Bouvetoya)
368,6,pbennett,8,play_end,2025-06-04 14:49:00,Bouvet Island (Bouvetoya)
369,6,pbennett,8,logout,2025-06-04 14:50:00,Bouvet Island (Bouvetoya)
370,6,pbennett,8,login,2025-06-05 08:16:00,Bouvet Island (Bouvetoya)
371,6,pbennett,8,play_start,2025-06-05 08:24:00,Bouvet Island (Bouvetoya)
372,6,pbennett,8,play_end,2025-06-05 08:52:00,Bouvet Island (Bouvetoya)
373,6,pbennett,8,play_start,2025-06-05 09:02:00,Bouvet Island (Bouvetoya)
374,6,pbennett,8,play_end,2025-06-05 09:15:00,Bouvet Island (Bouvetoya)
375,6,pbennett,8,play_start,2025-06-05 09:18:00,Bouvet Island (Bouvetoya)
376,6,pbennett,8,play_end,2025-06-05 09:39:00,Bouvet Island (Bouvetoya)
377,6,pbennett,8,level_up,2025-06-05 09:40:00,Bouvet Island (Bouvetoya)
378,6,pbennett,8,logout,2025-06-05 09:41:00,Bouvet Island (Bouvetoya)
379,6,pbennett,8,login,2025-06-06 22:08:00,Bouvet Island (Bouvetoya)
380,6,pbennett,8,play_start,2025-06-06 22:09:00,Bouvet Island (Bouvetoya)
381,6,pbennett,8,play_end,2025-06-06 22:19:00,Bouvet Island (Bouvetoya)
382,6,pbennett,8,play_start,2025-06-06 22:20:00,Bouvet Island (Bouvetoya)
383,6,pbennett,8,play_end,2025-06-06 22:46:00,Bouvet Island (Bouvetoya)
384,6,pbennett,8,logout,2025-06-06 22:47:00,Bouvet Island (Bouvetoya)
385,6,pbennett,8,login,2025-06-07 23:01:00,Bouvet Island (Bouvetoya)
386,6,pbennett,8,play_start,2025-06-07 23:04:00,Bouvet Island (Bouvetoya)
387,6,pbennett,8,play_end,2025-06-07 23:22:00,Bouvet Island (Bouvetoya)
388,6,pbennett,8,logout,2025-06-07 23:23:00,Bouvet Island (Bouvetoya)
389,6,pbennett,8,login,2025-06-08 19:08:00,Bouvet Island (Bouvetoya)
390,6,pbennett,8,play_start,2025-06-08 19:15:00,Bouvet Island (Bouvetoya)
